"cve.CVE_data_meta.ID",lastModifiedDate,yearandcve,v3BaseScore,v2BaseScore,v2ExploitScore,v3ExploitScore,linecount,cve,v3impact,v2impact,v3Severity,description,"cve.problemtype.problemtype_data{}.description{}.value",NodescriptionLength,Nolinecount,Nov2BaseScore,Nov2ExploitScore,Nov3BaseScore,Nov3ExploitScore,counted,descriptionLength
"CVE-2020-35458","2021-07-21T11:39Z","2020-35458","9.8","10.0","10.0","3.9",107,35458,HIGH,COMPLETE,CRITICAL,"An issue was discovered in ClusterLabs Hawk 2.x through 2.3.0-x. There is a Ruby shell code injection issue via the hawk_remember_me_id parameter in the login_from_cookie cookie. The user logout routine could be used by unauthenticated remote attackers to execute code as hauser.","CWE-78",279,107,"10.0","10.0","9.8","3.9","419.7",279
"CVE-2021-24931","2022-02-28T15:00Z","2021-24931","9.8","7.5","10.0","3.9",94,24931,HIGH,PARTIAL,CRITICAL,"The Secure Copy Content Protection and Content Locking WordPress plugin before 2.8.2 does not escape the sccp_id parameter of the ays_sccp_results_export_file AJAX action (available to both unauthenticated and authenticated users) before using it in a SQL statement, leading to an SQL injection.","CWE-89",295,94,"7.5","10.0","9.8","3.9","420.2",295
"CVE-2019-10668","2020-08-24T17:37Z","2019-10668","9.1","6.4","10.0","3.9",89,10668,HIGH,PARTIAL,CRITICAL,"An issue was discovered in LibreNMS through 1.47. A number of scripts import the Authentication libraries, but do not enforce an actual authentication check. Several of these scripts disclose information or expose functions that are of a sensitive nature and are not expected to be publicly accessible.","CWE-306",302,89,"6.4","10.0","9.1","3.9","420.4",302
"CVE-2020-26547","2021-02-05T16:16Z","2020-26547","9.8","5.0","10.0","3.9",94,26547,HIGH,NONE,CRITICAL,"Monal before 4.9 does not implement proper sender verification on MAM and Message Carbon (XEP-0280) results. This allows a remote attacker (able to send stanzas to a victim) to inject arbitrary messages into the local history, with full control over the sender and receiver displayed to the victim.","CWE-345",298,94,"5.0","10.0","9.8","3.9","420.7",298
"CVE-2021-23520","2022-02-04T20:33Z","2021-23520","9.8","7.5","10.0","3.9",99,23520,HIGH,PARTIAL,CRITICAL,"The package juce-framework/juce before 6.1.5 are vulnerable to Arbitrary File Write via Archive Extraction (Zip Slip) via the ZipFile::uncompressEntry function in juce_ZipFile.cpp. This vulnerability is triggered when the archive is extracted upon calling uncompressTo() on a ZipFile object.","CWE-22",291,99,"7.5","10.0","9.8","3.9","421.2",291
"CVE-2021-21892","2022-01-03T21:56Z","2021-21892","9.9","6.5","8.0","3.1",100,21892,HIGH,PARTIAL,CRITICAL,"A stack-based buffer overflow vulnerability exists in the Web Manager FsUnmount functionality of Lantronix PremierWave 2050 8.9.0.0R4 (in QEMU). A specially crafted HTTP request can lead to remote code execution. An attacker can make an authenticated HTTP request to trigger this vulnerability.","CWE-787",294,100,"6.5","8.0","9.9","3.1","421.5",294
"CVE-2019-12549","2019-06-19T17:51Z","2019-12549","9.8","10.0","10.0","3.9",153,12549,HIGH,COMPLETE,CRITICAL,"WAGO 852-303 before FW06, 852-1305 before FW06, and 852-1505 before FW03 devices contain hardcoded private keys for the SSH daemon. The fingerprint of the SSH host key from the corresponding SSH daemon matches the embedded private key.","CWE-798",235,153,"10.0","10.0","9.8","3.9","421.7",235
"CVE-2021-21883","2022-01-03T23:03Z","2021-21883","9.9","9.0","8.0","3.1",100,21883,HIGH,COMPLETE,CRITICAL,"An OS command injection vulnerability exists in the Web Manager Diagnostics: Ping functionality of Lantronix PremierWave 2050 8.9.0.0R4. A specially-crafted HTTP request can lead to arbitrary command execution. An attacker can make an authenticated HTTP request to trigger this vulnerability.","CWE-78",292,100,"9.0","8.0","9.9","3.1","422.0",292
"CVE-2021-42786","2022-03-16T03:18Z","2021-42786","9.8","7.5","10.0","3.9",100,42786,HIGH,PARTIAL,CRITICAL,"It was discovered that the SteelCentral AppInternals Dynamic Sampling Agent (DSA) has Remote Code Execution vulnerabilities in multiple instances of the API requests. The affected endpoints do not have any input validation of the user's input that allowed a malicious payload to be injected.","CWE-20",291,100,"7.5","10.0","9.8","3.9","422.2",291
"CVE-2021-27437","2021-05-19T18:59Z","2021-27437","9.1","6.4","10.0","3.9",89,27437,HIGH,PARTIAL,CRITICAL,"The affected product allows attackers to obtain sensitive information from the WISE-PaaS dashboard. The system contains a hard-coded administrator username and password that can be used to query Grafana APIs. Authentication is not required for exploitation on the WISE-PaaS/RMM (versions prior to 9.0.1).","CWE-798",304,89,"6.4","10.0","9.1","3.9","422.4",304
"CVE-2020-15952","2020-11-12T18:17Z","2020-15952","9.0","6.0","6.8","2.3",98,15952,HIGH,PARTIAL,CRITICAL,"Immuta v2.8.2 is affected by stored XSS that allows a low-privileged user to escalate privileges to administrative permissions. Additionally, unauthenticated attackers can phish unauthenticated Immuta users to steal credentials or force actions on authenticated users through reflected, DOM-based XSS.","CWE-79",301,98,"6.0","6.8","9.0","2.3","423.1",301
"CVE-2019-14985","2020-08-24T17:37Z","2019-14985","9.8","7.5","10.0","3.9",172,14985,HIGH,PARTIAL,CRITICAL,"eQ-3 Homematic CCU2 and CCU3 with the CUxD AddOn installed allow Remote Code Execution by unauthenticated attackers with access to the web interface, because this interface can access the CMD_EXEC virtual device type 28.","CWE-287",220,172,"7.5","10.0","9.8","3.9","423.2",220
"CVE-2020-29492","2021-01-08T16:23Z","2020-29492","10.0","6.4","10.0","3.9",125,29492,HIGH,PARTIAL,CRITICAL,"Dell Wyse ThinOS 8.6 and prior versions contain an insecure default configuration vulnerability. A remote unauthenticated attacker could potentially exploit this vulnerability to access the writable file and manipulate the configuration of any target specific station.","CWE-276",268,125,"6.4","10.0","10.0","3.9","423.3",268
"CVE-2021-23365","2021-05-19T13:00Z","2021-23365","9.1","5.5","8.0","3.9",109,23365,HIGH,PARTIAL,CRITICAL,"The package github.com/tyktechnologies/tyk-identity-broker before 1.1.1 are vulnerable to Authentication Bypass via the Go XML parser which can cause SAML authentication bypass. This is because the XML parser doesn’t guarantee integrity in the XML round-trip (encoding/decoding XML data).","CWE-287",288,109,"5.5","8.0","9.1","3.9","423.5",288
"CVE-2021-21505","2021-05-17T15:25Z","2021-21505","9.8","10.0","10.0","3.9",102,21505,HIGH,COMPLETE,CRITICAL,"Dell EMC Integrated System for Microsoft Azure Stack Hub, versions 1906 – 2011, contain an undocumented default iDRAC account. A remote unauthenticated attacker, with the knowledge of the default credentials, could potentially exploit this to log in to the system to gain root privileges.","CWE-522",288,102,"10.0","10.0","9.8","3.9","423.7",288
"CVE-2021-30180","2021-06-10T16:08Z","2021-30180","9.8","6.8","8.6","3.9",90,30180,HIGH,PARTIAL,CRITICAL,"Apache Dubbo prior to 2.7.9 support Tag routing which will enable a customer to route the request to the right server. These rules are used by the customers when making a request in order to find the right endpoint. When parsing these YAML rules, Dubbo customers may enable calling arbitrary constructors.","CWE-444",305,90,"6.8","8.6","9.8","3.9","424.1",305
"CVE-2021-24493","2021-09-23T13:57Z","2021-24493","9.8","7.5","10.0","3.9",89,24493,HIGH,PARTIAL,CRITICAL,"The shopp_upload_file AJAX action of the Shopp WordPress plugin through 1.4, available to both unauthenticated and authenticated user does not have any security measure in place to prevent upload of malicious files, such as PHP, allowing unauthenticated users to upload arbitrary files and leading to RCE","CWE-434",304,89,"7.5","10.0","9.8","3.9","424.2",304
"CVE-2021-42115","2021-11-30T14:57Z","2021-42115","9.1","6.4","10.0","3.9",89,42115,HIGH,PARTIAL,CRITICAL,"Missing HTTPOnly flag in Web Applications operating on Business-DNA Solutions GmbHâ€™s TopEaseÂ® Platform Version <= 7.1.27 allows an unauthenticated remote attacker to escalate privileges from unauthenticated to authenticated user via stealing and injecting the session- independent and static cookie UID.","CWE-732",306,89,"6.4","10.0","9.1","3.9","424.4",306
"CVE-2019-14299","2020-08-24T17:37Z","2019-14299","9.8","5.0","10.0","3.9",165,14299,HIGH,PARTIAL,CRITICAL,"Ricoh SP C250DN 1.05 devices have an Authentication Method Vulnerable to Brute Force Attacks. Some Ricoh printers did not implement account lockout. Therefore, it was possible to obtain the local account credentials by brute force.","CWE-307",231,165,"5.0","10.0","9.8","3.9","424.7",231
"CVE-2021-21887","2022-01-03T22:58Z","2021-21887","9.1","6.5","8.0","2.3",100,21887,HIGH,PARTIAL,CRITICAL,"A stack-based buffer overflow vulnerability exists in the Web Manager SslGenerateCSR functionality of Lantronix PremierWave 2050 8.9.0.0R4 (in QEMU). A specially crafted HTTP request can lead to remote code execution. An attacker can make an authenticated HTTP request to trigger this vulnerability.","CWE-787",299,100,"6.5","8.0","9.1","2.3","424.9",299
"CVE-2021-29921","2022-03-01T17:17Z","2021-29921","9.8","7.5","10.0","3.9",176,29921,HIGH,PARTIAL,CRITICAL,"In Python before 3,9,5, the ipaddress library mishandles leading zero characters in the octets of an IP address string. This (in some situations) allows attackers to bypass access control that is based on IP addresses.","CWE-20",218,176,"7.5","10.0","9.8","3.9","425.2",218
"CVE-2021-21903","2021-12-30T20:12Z","2021-21903","9.8","10.0","10.0","3.9",88,21903,HIGH,COMPLETE,CRITICAL,"A stack-based buffer overflow vulnerability exists in the CMA check_udp_crc function of Garrett Metal Detectors’ iC Module CMA Version 5.0. A specially-crafted packet can lead to a stack-based buffer overflow during a call to strcpy. An attacker can send a malicious packet to trigger this vulnerability.","CWE-787",304,88,"10.0","10.0","9.8","3.9","425.7",304
"CVE-2017-14000","2019-10-09T23:23Z","2017-14000","9.4","7.5","10.0","3.9",127,14000,HIGH,PARTIAL,CRITICAL,"An Improper Authentication issue was discovered in Ctek SkyRouter Series 4200 and 4400, all versions prior to V6.00.11. By accessing a specific uniform resource locator (URL) on the web server, a malicious user is able to access the application without authenticating.","CWE-287",268,127,"7.5","10.0","9.4","3.9","425.8",268
"CVE-2021-38679","2022-02-23T17:47Z","2021-38679","9.8","7.5","10.0","3.9",89,38679,HIGH,PARTIAL,CRITICAL,"An improper authentication vulnerability has been reported to affect QNAP NAS running Kazoo Server. If exploited, this vulnerability allows attackers to compromise the security of the system. We have already fixed this vulnerability in the following versions of Kazoo Server: Kazoo Server 4.11.22 and later","CWE-287",306,89,"7.5","10.0","9.8","3.9","426.2",306
"CVE-2021-41873","2021-10-29T17:15Z","2021-41873","10.0","6.4","10.0","3.9",100,41873,NONE,NONE,CRITICAL,"Penguin Aurora TV Box 41502 is a high-end network HD set-top box produced by Tencent Video and Skyworth Digital. An unauthorized access vulnerability exists in the Penguin Aurora Box. An attacker can use the vulnerability to gain unauthorized access to a specific link to remotely control the TV.","CWE-863",296,100,"6.4","10.0","10.0","3.9","426.3",296
"CVE-2021-32648","2021-09-01T15:58Z","2021-32648","9.1","6.4","10.0","3.9",109,32648,HIGH,PARTIAL,CRITICAL,"octobercms in a CMS platform based on the Laravel PHP Framework. In affected versions of the october/system package an attacker can request an account password reset and then gain access to the account using a specially crafted request. The issue has been patched in Build 472 and v1.1.5.","CWE-640
CWE-287",288,109,"6.4","10.0","9.1","3.9","426.4",288
"CVE-2021-31579","2021-08-09T18:04Z","2021-31579","9.8","5.0","10.0","3.9",101,31579,HIGH,PARTIAL,CRITICAL,"Akkadian Provisioning Manager Engine (PME) ships with a hard-coded credential, akkadianuser:haakkadianpassword. This issue was resolved in Akkadian OVA appliance version 3.0 (and later), Akkadian Provisioning Manager 5.0.2 (and later), and Akkadian Appliance Manager 3.3.0.314-4a349e0 (and later).","CWE-798",297,101,"5.0","10.0","9.8","3.9","426.7",297
"CVE-2021-26622","2022-03-31T13:20Z","2021-26622","10.0","10.0","10.0","3.9",108,26622,HIGH,COMPLETE,CRITICAL,"An remote code execution vulnerability due to SSTI vulnerability and insufficient file name parameter validation was discovered in Genian NAC. Remote attackers are able to execute arbitrary malicious code with SYSTEM privileges on all connected nodes in NAC through this vulnerability.","CWE-20",285,108,"10.0","10.0","10.0","3.9","426.9",285
"CVE-2021-45401","2022-02-28T19:39Z","2021-45401","9.8","7.5","10.0","3.9",100,45401,HIGH,PARTIAL,CRITICAL,"A Command injection vulnerability exists in Tenda AC10U AC1200 Smart Dual-band Wireless Router AC10U V1.0 Firmware V15.03.06.49_multi via the setUsbUnload functionality. The vulnerability is caused because the client controlled ""deviceName"" value is passed directly to the ""doSystemCmd"" function.","CWE-77",296,100,"7.5","10.0","9.8","3.9","427.2",296
"CVE-2017-18648","2020-04-08T17:57Z","2017-18648","9.1","6.4","10.0","3.9",152,18648,HIGH,PARTIAL,CRITICAL,"An issue was discovered on Samsung mobile devices with KK(4.4.x), L(5.x), M(6.x), and N(7.x) software. Arbitrary file read/write operations can occur in the locked state via a crafted MTP command. The Samsung ID is SVE-2017-10086 (November 2017).","CWE-20",246,152,"6.4","10.0","9.1","3.9","427.4",246
"CVE-2020-27637","2021-01-20T17:34Z","2020-27637","9.8","10.0","10.0","3.9",94,27637,HIGH,COMPLETE,CRITICAL,"The R programming language’s default package manager CRAN is affected by a path traversal vulnerability that can lead to server compromise. This vulnerability affects packages installed via the R CMD install cli command or the install.packages() function from the interpreter. Update to version 4.0.3","CWE-22",300,94,"10.0","10.0","9.8","3.9","427.7",300
"CVE-2021-22823","2022-02-18T18:28Z","2021-22823","9.1","5.0","10.0","3.9",89,22823,NONE,NONE,CRITICAL,"A CWE-306: Missing Authentication for Critical Function vulnerability exists that could cause deletion of arbitrary files in the context of the user running IGSS due to lack of validation of network messages. Affected Product: Interactive Graphical SCADA System Data Collector (dc.exe) (V15.0.0.21320 and prior)","CWE-306",311,89,"5.0","10.0","9.1","3.9","428.0",311
"CVE-2021-45887","2022-03-20T00:27Z","2021-45887","9.8","7.5","10.0","3.9",97,45887,HIGH,PARTIAL,CRITICAL,"An issue was discovered in PONTON X/P Messenger before 3.11.2. Due to path traversal in private/SchemaSetUpload.do for uploaded ZIP files, an executable script can be uploaded by web application administrators, giving the attacker remote code execution on the underlying server via an imgs/*.jsp URI.","CWE-22",300,97,"7.5","10.0","9.8","3.9","428.2",300
"CVE-2021-41647","2021-10-08T15:19Z","2021-41647","9.1","6.4","10.0","3.9",103,41647,HIGH,PARTIAL,CRITICAL,"An un-authenticated error-based and time-based blind SQL injection vulnerability exists in Kaushik Jadhav Online Food Ordering Web App 1.0. An attacker can exploit the vulnerable ""username"" parameter in login.php and retrieve sensitive database information, as well as add an administrative user.","CWE-89",296,103,"6.4","10.0","9.1","3.9","428.4",296
"CVE-2021-44259","2022-03-23T18:53Z","2021-44259","9.8","7.5","10.0","3.9",100,44259,HIGH,PARTIAL,CRITICAL,"A vulnerability is in the 'wx.html' page of the WAVLINK AC1200, version WAVLINK-A42W-1.27.6-20180418, which can allow a remote attacker to access this page without any authentication. When an unauthorized user accesses this page directly, it connects to this device as a friend of the device owner.","CWE-306",298,100,"7.5","10.0","9.8","3.9","429.2",298
